sent nr	newsent nr	token nr	token	true	pred
45	393	3	and	O	O
45	393	4	sitting-rooms	O	O
45	393	5	had	O	O
45	393	6	yielded	O	O
45	393	7	nothing	B-NEG	B-NEG
45	393	8	to	O	O
45	393	9	a	O	O
45	393	10	careful	O	O
45	393	11	search	O	O
45	393	12	.	O	O
46	394	0	Apparently	O	O
46	394	1	the	O	O
46	394	2	tenants	O	O
46	394	3	had	O	O
46	394	4	brought	O	O
46	394	5	little	O	O
46	394	6	or	O	O
46	394	7	nothing	B-NEG	B-NEG
46	394	8	with	O	O
46	394	9	them	O	O
46	394	10	,	O	O
46	394	11	and	O	O
46	394	12	all	O	O
46	394	13	the	O	O
46	394	14	furniture	O	O
46	394	15	down	O	O
46	394	16	to	O	O
46	394	17	the	O	O
46	394	18	smallest	O	O
46	394	19	details	O	O
46	394	20	had	O	O
46	394	21	been	O	O
46	394	22	taken	O	O
46	394	23	over	O	O
46	394	24	with	O	O
46	394	25	the	O	O
46	394	26	house	O	O
46	394	27	.	O	O
47	395	0	A	O	O
47	395	1	good	O	O
47	395	2	deal	O	O
47	395	3	of	O	O
47	395	4	clothing	O	O
47	395	5	with	O	O
47	395	6	the	O	O
47	395	7	stamp	O	O
47	395	8	of	O	O
47	395	9	Marx	O	O
47	395	10	and	O	O
47	395	11	Co.	O	O
47	395	12	,	O	O
47	395	13	High	O	O
47	395	14	Holborn	O	O
47	395	15	,	O	O
47	395	16	had	O	O
47	395	17	been	O	O
47	395	18	left	O	O
47	395	19	behind	O	O
47	395	20	.	O	O
48	396	0	Telegraphic	O	O
48	396	1	inquiries	O	O
48	396	2	had	O	O
48	396	3	been	O	O
48	396	4	already	O	O
48	396	5	made	O	O
48	396	6	which	O	O
48	396	7	showed	O	O
48	396	8	that	O	O
48	396	9	Marx	O	O
48	396	10	knew	O	O
48	396	11	nothing	B-NEG	B-NEG
48	396	12	of	O	O
48	396	13	his	O	O
48	396	14	customer	O	O
48	396	15	save	O	O
48	396	16	that	O	O
48	396	17	he	O	O
48	396	18	was	O	O
48	396	19	a	O	O
48	396	20	good	O	O
48	396	21	payer	O	O
48	396	22	.	O	O
49	397	0	Odds	O	O
49	397	1	and	O	O
49	397	2	ends	O	O
49	397	3	,	O	O
49	397	4	some	O	O
49	397	5	pipes	O	O
49	397	6	,	O	O
49	397	7	a	O	O
49	397	8	few	O	O
49	397	9	novels	O	O
49	397	10	,	O	O
49	397	11	two	O	O
49	397	12	of	O	O
49	397	13	them	O	O
49	397	14	in	O	O
49	397	15	Spanish	O	O
49	397	16	,	O	O
49	397	17	an	O	O
49	397	18	old-fashioned	O	O
49	397	19	pinfire	O	O
49	397	20	revolver	O	O
49	397	21	,	O	O
49	397	22	and	O	O
49	397	23	a	O	O
49	397	24	guitar	O	O
49	397	25	were	O	O
49	397	26	among	O	O
49	397	27	the	O	O
49	397	28	personal	O	O
49	397	29	property	O	O
49	397	30	.	O	O
50	398	0	``	O	O
50	398	1	Nothing	B-NEG	B-NEG
50	398	2	in	O	O
50	398	3	all	O	O
50	398	4	this	O	O
50	398	5	,	O	O
50	398	6	''	O	O
50	398	7	said	O	O
50	398	8	Baynes	O	O
50	398	9	,	O	O
50	398	10	stalking	O	O
50	398	11	,	O	O
50	398	12	candle	O	O
50	398	13	in	O	O
50	398	14	hand	O	O
50	398	15	,	O	O
50	398	16	from	O	O
50	398	17	room	O	O
50	398	18	to	O	O
50	398	19	room	O	O
50	398	20	.	O	O
51	399	0	``	O	O
51	399	1	But	O	O
51	399	2	now	O	O
51	399	3	,	O	O
51	399	4	Mr.	O	O
51	399	5	Holmes	O	O
51	399	6	,	O	O
51	399	7	I	O	O
51	399	8	invite	O	O
51	399	9	your	O	O
51	399	10	attention	O	O
51	399	11	to	O	O
51	399	12	the	O	O
51	399	13	kitchen	O	O
51	399	14	.	O	O
51	399	15	''	O	O
52	400	0	It	O	O
52	400	1	was	O	O
52	400	2	a	O	O
52	400	3	gloomy	O	O
52	400	4	,	O	O
52	400	5	high-ceilinged	O	O
52	400	6	room	O	O
52	400	7	at	O	O
52	400	8	the	O	O
52	400	9	back	O	O
52	400	10	of	O	O
52	400	11	the	O	O
52	400	12	house	O	O
52	400	13	,	O	O
52	400	14	with	O	O
52	400	15	a	O	O
52	400	16	straw	O	O
52	400	17	litter	O	O
52	400	18	in	O	O
52	400	19	one	O	O
52	400	20	corner	O	O
52	400	21	,	O	O
52	400	22	which	O	O
52	400	23	served	O	O
52	400	24	apparently	O	O
52	400	25	as	O	O
52	400	26	a	O	O
52	400	27	bed	O	O
52	400	28	for	O	O
52	400	29	the	O	O
52	400	30	cook	O	O
52	400	31	.	O	O
53	401	0	The	O	O
53	401	1	table	O	O
53	401	2	was	O	O
53	401	3	piled	O	O
53	401	4	with	O	O
53	401	5	half-eaten	O	O
53	401	6	dishes	O	O
53	401	7	and	O	O
53	401	8	dirty	O	O
53	401	9	plates	O	O
53	401	10	,	O	O
53	401	11	the	O	O
53	401	12	debris	O	O
53	401	13	of	O	O
53	401	14	last	O	O
53	401	15	night	O	O
53	401	16	's	O	O
53	401	17	dinner	O	O
53	401	18	.	O	O
54	402	0	``	O	O
54	402	1	Look	O	O
54	402	2	at	O	O
54	402	3	this	O	O
54	402	4	,	O	O
54	402	5	''	O	O
54	402	6	said	O	O
54	402	7	Baynes	O	O
54	402	8	.	O	O
55	403	0	``	O	O
55	403	1	What	O	O
55	403	2	do	O	O
55	403	3	you	O	O
55	403	4	make	O	O
55	403	5	of	O	O
55	403	6	it	O	O
55	403	7	?	O	O
55	403	8	''	O	O
56	404	0	He	O	O
56	404	1	held	O	O
56	404	2	up	O	O
56	404	3	his	O	O
56	404	4	candle	O	O
56	404	5	before	O	O
56	404	6	an	O	O
56	404	7	extraordinary	O	O
56	404	8	object	O	O
56	404	9	which	O	O
56	404	10	stood	O	O
56	404	11	at	O	O
56	404	12	the	O	O
56	404	13	back	O	O
56	404	14	of	O	O
56	404	15	the	O	O
56	404	16	dresser	O	O
56	404	17	.	O	O
57	405	0	It	O	O
57	405	1	was	O	O
57	405	2	so	O	O
57	405	3	wrinkled	O	O
57	405	4	and	O	O
57	405	5	shrunken	O	O
57	405	6	and	O	O
57	405	7	withered	O	O
57	405	8	that	O	O
57	405	9	it	O	O
57	405	10	was	O	O
57	405	11	difficult	O	O
57	405	12	to	O	O
57	405	13	say	O	O
57	405	14	what	O	O
57	405	15	it	O	O
57	405	16	might	O	O
57	405	17	have	O	O
57	405	18	been	O	O
57	405	19	.	O	O
58	406	0	One	O	O
58	406	1	could	O	O
58	406	2	but	O	O
58	406	3	say	O	O
58	406	4	that	O	O
58	406	5	it	O	O
58	406	6	was	O	O
58	406	7	black	O	O
58	406	8	and	O	O
58	406	9	leathery	O	O
58	406	10	and	O	O
58	406	11	that	O	O
58	406	12	it	O	O
58	406	13	bore	O	O
58	406	14	some	O	O
58	406	15	resemblance	O	O
58	406	16	to	O	O
58	406	17	a	O	O
58	406	18	dwarfish	O	O
58	406	19	,	O	O
58	406	20	human	O	O
58	406	21	figure	O	O
58	406	22	.	O	O
59	407	0	At	O	O
59	407	1	first	O	O
59	407	2	,	O	O
59	407	3	as	O	O
59	407	4	I	O	O
59	407	5	examined	O	O
59	407	6	it	O	O
59	407	7	,	O	O
59	407	8	I	O	O
59	407	9	thought	O	O
59	407	10	that	O	O
59	407	11	it	O	O
59	407	12	was	O	O
59	407	13	a	O	O
59	407	14	mummified	O	O
59	407	15	negro	O	O
59	407	16	baby	O	O
59	407	17	,	O	O
59	407	18	and	O	O
59	407	19	then	O	O
59	407	20	it	O	O
59	407	21	seemed	O	O
59	407	22	a	O	O
59	407	23	very	O	O
59	407	24	twisted	O	O
59	407	25	and	O	O
59	407	26	ancient	O	O
59	407	27	monkey	O	O
59	407	28	.	O	O
60	408	0	Finally	O	O
60	408	1	I	O	O
60	408	2	was	O	O
60	408	3	left	O	O
60	408	4	in	O	O
60	408	5	doubt	O	O
60	408	6	as	O	O
60	408	7	to	O	O
60	408	8	whether	O	O
60	408	9	it	O	O
60	408	10	was	O	O
60	408	11	animal	O	O
60	408	12	or	O	O
60	408	13	human	O	O
60	408	14	.	O	O
61	409	0	A	O	O
61	409	1	double	O	O
61	409	2	band	O	O
61	409	3	of	O	O
61	409	4	white	O	O
61	409	5	shells	O	O
61	409	6	were	O	O
61	409	7	strung	O	O
61	409	8	round	O	O
61	409	9	the	O	O
61	409	10	centre	O	O
61	409	11	of	O	O
61	409	12	it	O	O
61	409	13	.	O	O
62	410	0	``	O	O
62	410	1	Very	O	O
62	410	2	interesting	O	O
62	410	3	--	O	O
62	410	4	very	O	O
62	410	5	interesting	O	O
62	410	6	,	O	O
62	410	7	indeed	O	O
62	410	8	!	O	O
62	410	9	''	O	O
62	410	10	said	O	O
62	410	11	Holmes	O	O
62	410	12	,	O	O
62	410	13	peering	O	O
62	410	14	at	O	O
62	410	15	this	O	O
62	410	16	sinister	O	O
62	410	17	relic	O	O
62	410	18	.	O	O
63	411	0	``	O	O
63	411	1	Anything	O	O
63	411	2	more	O	O
63	411	3	?	O	O
63	411	4	''	O	O
64	412	0	In	O	O
64	412	1	silence	O	O
64	412	2	Baynes	O	O
64	412	3	led	O	O
64	412	4	the	O	O
64	412	5	way	O	O
64	412	6	to	O	O
64	412	7	the	O	O
64	412	8	sink	O	O
64	412	9	and	O	O
64	412	10	held	O	O
64	412	11	forward	O	O
64	412	12	his	O	O
64	412	13	candle	O	O
64	412	14	.	O	O
65	413	0	The	O	O
65	413	1	limbs	O	O
65	413	2	and	O	O
65	413	3	body	O	O
65	413	4	of	O	O
65	413	5	some	O	O
65	413	6	large	O	O
65	413	7	,	O	O
65	413	8	white	O	O
65	413	9	bird	O	O
65	413	10	,	O	O
65	413	11	torn	O	O
65	413	12	savagely	O	O
65	413	13	to	O	O
65	413	14	pieces	O	O
65	413	15	with	O	O
65	413	16	the	O	O
65	413	17	feathers	O	O
65	413	18	still	O	O
65	413	19	on	O	O
65	413	20	,	O	O
65	413	21	were	O	O
65	413	22	littered	O	O
65	413	23	all	O	O
65	413	24	over	O	O
65	413	25	it	O	O
65	413	26	.	O	O
66	414	0	Holmes	O	O
66	414	1	pointed	O	O
66	414	2	to	O	O
66	414	3	the	O	O
66	414	4	wattles	O	O
66	414	5	on	O	O
66	414	6	the	O	O
66	414	7	severed	O	O
66	414	8	head	O	O
66	414	9	.	O	O
67	415	0	``	O	O
67	415	1	A	O	O
67	415	2	white	O	O
67	415	3	cock	O	O
67	415	4	,	O	O
67	415	5	''	O	O
67	415	6	said	O	O
67	415	7	he	O	O
67	415	8	.	O	O
68	416	0	``	O	O
68	416	1	Most	O	O
68	416	2	interesting	O	O
68	416	3	!	O	O
69	417	0	It	O	O
69	417	1	is	O	O
69	417	2	really	O	O
69	417	3	a	O	O
69	417	4	very	O	O
69	417	5	curious	O	O
69	417	6	case	O	O
69	417	7	.	O	O
69	417	8	''	O	O
70	418	0	But	O	O
70	418	1	Mr.	O	O
70	418	2	Baynes	O	O
70	418	3	had	O	O
70	418	4	kept	O	O
70	418	5	his	O	O
70	418	6	most	O	O
70	418	7	sinister	O	O
70	418	8	exhibit	O	O
70	418	9	to	O	O
70	418	10	the	O	O
70	418	11	last	O	O
70	418	12	.	O	O
71	419	0	From	O	O
71	419	1	under	O	O
71	419	2	the	O	O
71	419	3	sink	O	O
71	419	4	he	O	O
71	419	5	drew	O	O
71	419	6	a	O	O
71	419	7	zinc	O	O
71	419	8	pail	O	O
71	419	9	which	O	O
71	419	10	contained	O	O
71	419	11	a	O	O
71	419	12	quantity	O	O
71	419	13	of	O	O
71	419	14	blood	O	O
71	419	15	.	O	O
72	420	0	Then	O	O
72	420	1	from	O	O
72	420	2	the	O	O
72	420	3	table	O	O
72	420	4	he	O	O
72	420	5	took	O	O
72	420	6	a	O	O
72	420	7	platter	O	O
72	420	8	heaped	O	O
72	420	9	with	O	O
72	420	10	small	O	O
72	420	11	pieces	O	O
72	420	12	of	O	O
72	420	13	charred	O	O
72	420	14	bone	O	O
72	420	15	.	O	O
73	421	0	``	O	O
73	421	1	Something	O	O
73	421	2	has	O	O
73	421	3	been	O	O
73	421	4	killed	O	O
73	421	5	and	O	O
73	421	6	something	O	O
73	421	7	has	O	O
73	421	8	been	O	O
73	421	9	burned	O	O
73	421	10	.	O	O
74	422	0	We	O	O
74	422	1	raked	O	O
74	422	2	all	O	O
74	422	3	these	O	O
74	422	4	out	O	O
74	422	5	of	O	O
74	422	6	the	O	O
74	422	7	fire	O	O
74	422	8	.	O	O
75	423	0	We	O	O
75	423	1	had	O	O
75	423	2	a	O	O
75	423	3	doctor	O	O
75	423	4	in	O	O
75	423	5	this	O	O
75	423	6	morning	O	O
75	423	7	.	O	O
76	424	0	He	O	O
76	424	1	says	O	O
76	424	2	that	O	O
76	424	3	they	O	O
76	424	4	are	O	O
76	424	5	not	B-NEG	B-NEG
76	424	6	human	O	O
76	424	7	.	O	O
76	424	8	''	O	O
77	425	0	Holmes	O	O
77	425	1	smiled	O	O
77	425	2	and	O	O
77	425	3	rubbed	O	O
77	425	4	his	O	O
77	425	5	hands	O	O
77	425	6	.	O	O
78	426	0	``	O	O
78	426	1	I	O	O
78	426	2	must	O	O
78	426	3	congratulate	O	O
78	426	4	you	O	O
78	426	5	,	O	O
78	426	6	Inspector	O	O
78	426	7	,	O	O
78	426	8	on	O	O
78	426	9	handling	O	O
78	426	10	so	O	O
78	426	11	distinctive	O	O
78	426	12	and	O	O
78	426	13	instructive	O	O
78	426	14	a	O	O
78	426	15	case	O	O
78	426	16	.	O	O
79	427	0	Your	O	O
79	427	1	powers	O	O
79	427	2	,	O	O
79	427	3	if	O	O
79	427	4	I	O	O
79	427	5	may	O	O
79	427	6	say	O	O
79	427	7	so	O	O
79	427	8	without	B-NEG	B-NEG
79	427	9	offence	O	O
79	427	10	,	O	O
79	427	11	seem	O	O
79	427	12	superior	O	O
79	427	13	to	O	O
79	427	14	your	O	O
79	427	15	opportunities	O	O
79	427	16	.	O	O
79	427	17	''	O	O
80	428	0	Inspector	O	O
80	428	1	Baynes	O	O
80	428	2	's	O	O
80	428	3	small	O	O
80	428	4	eyes	O	O
80	428	5	twinkled	O	O
80	428	6	with	O	O
80	428	7	pleasure	O	O
80	428	8	.	O	O
81	429	0	``	O	O
81	429	1	You	O	O
81	429	2	're	O	O
81	429	3	right	O	O
81	429	4	,	O	O
81	429	5	Mr.	O	O
81	429	6	Holmes	O	O
81	429	7	.	O	O
82	430	0	We	O	O
82	430	1	stagnate	O	O
82	430	2	in	O	O
82	430	3	the	O	O
82	430	4	provinces	O	O
82	430	5	.	O	O
83	431	0	A	O	O
83	431	1	case	O	O
83	431	2	of	O	O
83	431	3	this	O	O
83	431	4	sort	O	O
83	431	5	gives	O	O
83	431	6	a	O	O
83	431	7	man	O	O
83	431	8	a	O	O
83	431	9	chance	O	O
83	431	10	,	O	O
83	431	11	and	O	O
83	431	12	I	O	O
83	431	13	hope	O	O
83	431	14	that	O	O
83	431	15	I	O	O
83	431	16	shall	O	O
83	431	17	take	O	O
83	431	18	it	O	O
83	431	19	.	O	O
84	432	0	What	O	O
84	432	1	do	O	O
84	432	2	you	O	O
84	432	3	make	O	O
84	432	4	of	O	O
84	432	5	these	O	O
84	432	6	bones	O	O
84	432	7	?	O	O
84	432	8	''	O	O
85	433	0	``	O	O
85	433	1	A	O	O
85	433	2	lamb	O	O
85	433	3	,	O	O
85	433	4	I	O	O
85	433	5	should	O	O
85	433	6	say	O	O
85	433	7	,	O	O
85	433	8	or	O	O
85	433	9	a	O	O
85	433	10	kid	O	O
85	433	11	.	O	O
85	433	12	''	O	O
86	434	0	``	O	O
86	434	1	And	O	O
86	434	2	the	O	O
86	434	3	white	O	O
86	434	4	cock	O	O
86	434	5	?	O	O
86	434	6	''	O	O
87	435	0	``	O	O
87	435	1	Curious	O	O
87	435	2	,	O	O
87	435	3	Mr.	O	O
87	435	4	Baynes	O	O
87	435	5	,	O	O
87	435	6	very	O	O
87	435	7	curious	O	O
87	435	8	.	O	O
88	436	0	I	O	O
88	436	1	should	O	O
88	436	2	say	O	O
88	436	3	almost	O	O
88	436	4	unique	O	O
88	436	5	.	O	O
88	436	6	''	O	O
89	437	0	``	O	O
89	437	1	Yes	O	O
89	437	2	,	O	O
89	437	3	sir	O	O
89	437	4	,	O	O
89	437	5	there	O	O
89	437	6	must	O	O
89	437	7	have	O	O
89	437	8	been	O	O
89	437	9	some	O	O
89	437	10	very	O	O
89	437	11	strange	O	O
89	437	12	people	O	O
89	437	13	with	O	O
89	437	14	some	O	O
89	437	15	very	O	O
89	437	16	strange	O	O
89	437	17	ways	O	O
89	437	18	in	O	O
89	437	19	this	O	O
89	437	20	house	O	O
89	437	21	.	O	O
90	438	0	One	O	O
90	438	1	of	O	O
90	438	2	them	O	O
90	438	3	is	O	O
90	438	4	dead	O	O
90	438	5	.	O	O
91	439	0	Did	O	O
91	439	1	his	O	O
91	439	2	companions	O	O
91	439	3	follow	O	O
91	439	4	him	O	O
91	439	5	and	O	O
91	439	6	kill	O	O
91	439	7	him	O	O
91	439	8	?	O	O
92	440	0	If	O	O
92	440	1	they	O	O
92	440	2	did	O	O
92	440	3	we	O	O
92	440	4	should	O	O
92	440	5	have	O	O
92	440	6	them	O	O
92	440	7	,	O	O
92	440	8	for	O	O
92	440	9	every	O	O
92	440	10	port	O	O
92	440	11	is	O	O
92	440	12	watched	O	O
92	440	13	.	O	O
93	441	0	But	O	O
93	441	1	my	O	O
93	441	2	own	O	O
93	441	3	views	O	O
93	441	4	are	O	O
93	441	5	different	O	O
93	441	6	.	O	O
94	442	0	Yes	O	O
94	442	1	,	O	O
94	442	2	sir	O	O
94	442	3	,	O	O
94	442	4	my	O	O
94	442	5	own	O	O
94	442	6	views	O	O
94	442	7	are	O	O
94	442	8	very	O	O
94	442	9	different	O	O
94	442	10	.	O	O
94	442	11	''	O	O
95	443	0	``	O	O
95	443	1	You	O	O
95	443	2	have	O	O
95	443	3	a	O	O
95	443	4	theory	O	O
95	443	5	then	O	O
95	443	6	?	O	O
95	443	7	''	O	O
96	444	0	``	O	O
96	444	1	And	O	O
96	444	2	I	O	O
96	444	3	'll	O	O
96	444	4	work	O	O
96	444	5	it	O	O
96	444	6	myself	O	O
96	444	7	,	O	O
96	444	8	Mr.	O	O
96	444	9	Holmes	O	O
96	444	10	.	O	O
97	445	0	It	O	O
97	445	1	's	O	O
97	445	2	only	O	O
97	445	3	due	O	O
97	445	4	to	O	O
97	445	5	my	O	O
97	445	6	own	O	O
97	445	7	credit	O	O
97	445	8	to	O	O
97	445	9	do	O	O
97	445	10	so	O	O
97	445	11	.	O	O
98	446	0	Your	O	O
98	446	1	name	O	O
98	446	2	is	O	O
98	446	3	made	O	O
98	446	4	,	O	O
98	446	5	but	O	O
98	446	6	I	O	O
98	446	7	have	O	O
98	446	8	still	O	O
98	446	9	to	O	O
98	446	10	make	O	O
98	446	11	mine	O	O
98	446	12	.	O	O
99	447	0	I	O	O
99	447	1	should	O	O
99	447	2	be	O	O
99	447	3	glad	O	O
99	447	4	to	O	O
99	447	5	be	O	O
99	447	6	able	O	O
99	447	7	to	O	O
99	447	8	say	O	O
99	447	9	afterwards	O	O
99	447	10	that	O	O
99	447	11	I	O	O
99	447	12	had	O	O
99	447	13	solved	O	O
99	447	14	it	O	O
99	447	15	without	B-NEG	B-NEG
99	447	16	your	O	O
99	447	17	help	O	O
99	447	18	.	O	O
99	447	19	''	O	O
100	448	0	Holmes	O	O
100	448	1	laughed	O	O
100	448	2	good-humoredly	O	O
100	448	3	.	O	O
101	449	0	``	O	O
101	449	1	Well	O	O
101	449	2	,	O	O
101	449	3	well	O	O
101	449	4	,	O	O
101	449	5	Inspector	O	O
101	449	6	,	O	O
101	449	7	''	O	O
101	449	8	said	O	O
101	449	9	he	O	O
101	449	10	.	O	O
102	450	0	``	O	O
102	450	1	Do	O	O
102	450	2	you	O	O
102	450	3	follow	O	O
102	450	4	your	O	O
102	450	5	path	O	O
102	450	6	and	O	O
102	450	7	I	O	O
102	450	8	will	O	O
102	450	9	follow	O	O
102	450	10	mine	O	O
102	450	11	.	O	O
103	451	0	My	O	O
103	451	1	results	O	O
103	451	2	are	O	O
103	451	3	always	O	O
103	451	4	very	O	O
103	451	5	much	O	O
103	451	6	at	O	O
103	451	7	your	O	O
103	451	8	service	O	O
103	451	9	if	O	O
103	451	10	you	O	O
103	451	11	care	O	O
103	451	12	to	O	O
103	451	13	apply	O	O
103	451	14	to	O	O
103	451	15	me	O	O
103	451	16	for	O	O
103	451	17	them	O	O
103	451	18	.	O	O
104	452	0	I	O	O
104	452	1	think	O	O
104	452	2	that	O	O
104	452	3	I	O	O
104	452	4	have	O	O
104	452	5	seen	O	O
104	452	6	all	O	O
104	452	7	that	O	O
104	452	8	I	O	O
104	452	9	wish	O	O
104	452	10	in	O	O
104	452	11	this	O	O
104	452	12	house	O	O
104	452	13	,	O	O
104	452	14	and	O	O
104	452	15	that	O	O
104	452	16	my	O	O
104	452	17	time	O	O
104	452	18	may	O	O
104	452	19	be	O	O
104	452	20	more	O	O
104	452	21	profitably	O	O
104	452	22	employed	O	O
104	452	23	elsewhere	O	O
104	452	24	.	O	O
105	453	0	Au	O	O
105	453	1	revoir	O	O
105	453	2	and	O	O
105	453	3	good	O	O
105	453	4	luck	O	O
105	453	5	!	O	O
105	453	6	''	O	O
106	454	0	I	O	O
106	454	1	could	O	O
106	454	2	tell	O	O
106	454	3	by	O	O
106	454	4	numerous	O	O
106	454	5	subtle	O	O
106	454	6	signs	O	O
106	454	7	,	O	O
106	454	8	which	O	O
106	454	9	might	O	O
106	454	10	have	O	O
106	454	11	been	O	O
106	454	12	lost	O	O
106	454	13	upon	O	O
106	454	14	anyone	O	O
106	454	15	but	O	O
106	454	16	myself	O	O
106	454	17	,	O	O
106	454	18	that	O	O
106	454	19	Holmes	O	O
106	454	20	was	O	O
106	454	21	on	O	O
106	454	22	a	O	O
106	454	23	hot	O	O
106	454	24	scent	O	O
106	454	25	.	O	O
107	455	0	As	O	O
107	455	1	impassive	O	O
107	455	2	as	O	O
107	455	3	ever	O	O
107	455	4	to	O	O
107	455	5	the	O	O
107	455	6	casual	O	O
107	455	7	observer	O	O
107	455	8	,	O	O
107	455	9	there	O	O
107	455	10	were	O	O
107	455	11	none	O	B-NEG
107	455	12	the	O	O
107	455	13	less	O	O
107	455	14	a	O	O
107	455	15	subdued	O	O
107	455	16	eagerness	O	O
107	455	17	and	O	O
107	455	18	suggestion	O	O
107	455	19	of	O	O
107	455	20	tension	O	O
107	455	21	in	O	O
107	455	22	his	O	O
107	455	23	brightened	O	O
107	455	24	eyes	O	O
107	455	25	and	O	O
107	455	26	brisker	O	O
107	455	27	manner	O	O
107	455	28	which	O	O
107	455	29	assured	O	O
107	455	30	me	O	O
107	455	31	that	O	O
107	455	32	the	O	O
107	455	33	game	O	O
107	455	34	was	O	O
107	455	35	afoot	O	O
107	455	36	.	O	O
108	456	0	After	O	O
108	456	1	his	O	O
108	456	2	habit	O	O
108	456	3	he	O	O
108	456	4	said	O	O
108	456	5	nothing	B-NEG	B-NEG
108	456	6	,	O	O
108	456	7	and	O	O
108	456	8	after	O	O
108	456	9	mine	O	O
108	456	10	I	O	O
108	456	11	asked	O	O
108	456	12	no	B-NEG	B-NEG
108	456	13	questions	O	O
108	456	14	.	O	O
109	457	0	Sufficient	O	O
109	457	1	for	O	O
109	457	2	me	O	O
109	457	3	to	O	O
109	457	4	share	O	O
109	457	5	the	O	O
109	457	6	sport	O	O
109	457	7	and	O	O
109	457	8	lend	O	O
109	457	9	my	O	O
109	457	10	humble	O	O
109	457	11	help	O	O
109	457	12	to	O	O
109	457	13	the	O	O
109	457	14	capture	O	O
109	457	15	without	B-NEG	B-NEG
109	457	16	distracting	O	O
109	457	17	that	O	O
109	457	18	intent	O	O
109	457	19	brain	O	O
109	457	20	with	O	O
109	457	21	needless	B-NEG	B-NEG
109	457	22	interruption	O	O
109	457	23	.	O	O
110	458	0	All	O	O
110	458	1	would	O	O
110	458	2	come	O	O
110	458	3	round	O	O
110	458	4	to	O	O
110	458	5	me	O	O
110	458	6	in	O	O
110	458	7	due	O	O
110	458	8	time	O	O
110	458	9	.	O	O
111	459	0	I	O	O
111	459	1	waited	O	O
111	459	2	,	O	O
111	459	3	therefore	O	O
111	459	4	--	O	O
111	459	5	but	O	O
111	459	6	to	O	O
111	459	7	my	O	O
111	459	8	ever-deepening	O	O
111	459	9	disappointment	O	O
111	459	10	I	O	O
111	459	11	waited	O	O
111	459	12	in	O	O
111	459	13	vain	O	O
111	459	14	.	O	O
112	460	0	Day	O	O
112	460	1	succeeded	O	O
112	460	2	day	O	O
112	460	3	,	O	O
112	460	4	and	O	O
112	460	5	my	O	O
112	460	6	friend	O	O
112	460	7	took	O	O
112	460	8	no	B-NEG	B-NEG
112	460	9	step	O	O
112	460	10	forward	O	O
112	460	11	.	O	O
113	461	0	One	O	O
113	461	1	morning	O	O
113	461	2	he	O	O
113	461	3	spent	O	O
113	461	4	in	O	O
113	461	5	town	O	O
113	461	6	,	O	O
113	461	7	and	O	O
113	461	8	I	O	O
113	461	9	learned	O	O
113	461	10	from	O	O
113	461	11	a	O	O
113	461	12	casual	O	O
113	461	13	reference	O	O
113	461	14	that	O	O
113	461	15	he	O	O
113	461	16	had	O	O
113	461	17	visited	O	O
113	461	18	the	O	O
113	461	19	British	O	O
113	461	20	Museum	O	O
113	461	21	.	O	O
114	462	0	Save	B-NEG	O
114	462	1	for	O	O
114	462	2	this	O	O
114	462	3	one	O	O
114	462	4	excursion	O	O
114	462	5	,	O	O
114	462	6	he	O	O
114	462	7	spent	O	O
114	462	8	his	O	O
114	462	9	days	O	O
114	462	10	in	O	O
114	462	11	long	O	O
114	462	12	and	O	O
114	462	13	often	O	O
114	462	14	solitary	O	O
114	462	15	walks	O	O
114	462	16	,	O	O
114	462	17	or	O	O
114	462	18	in	O	O
114	462	19	chatting	O	O
114	462	20	with	O	O
114	462	21	a	O	O
114	462	22	number	O	O
114	462	23	of	O	O
114	462	24	village	O	O
114	462	25	gossips	O	O
114	462	26	whose	O	O
114	462	27	acquaintance	O	O
114	462	28	he	O	O
114	462	29	had	O	O
114	462	30	cultivated	O	O
114	462	31	.	O	O
115	463	0	``	O	O
115	463	1	I	O	O
115	463	2	'm	O	O
115	463	3	sure	O	O
115	463	4	,	O	O
115	463	5	Watson	O	O
115	463	6	,	O	O
115	463	7	a	O	O
115	463	8	week	O	O
115	463	9	in	O	O
115	463	10	the	O	O
115	463	11	country	O	O
115	463	12	will	O	O
115	463	13	be	O	O
115	463	14	invaluable	O	O
115	463	15	to	O	O
115	463	16	you	O	O
115	463	17	,	O	O
115	463	18	''	O	O
115	463	19	he	O	O
115	463	20	remarked	O	O
115	463	21	.	O	O
116	464	0	``	O	O
116	464	1	It	O	O
116	464	2	is	O	O
116	464	3	very	O	O
116	464	4	pleasant	O	O
116	464	5	to	O	O
116	464	6	see	O	O
116	464	7	the	O	O
116	464	8	first	O	O
116	464	9	green	O	O
116	464	10	shoots	O	O
116	464	11	upon	O	O
116	464	12	the	O	O
116	464	13	hedges	O	O
116	464	14	and	O	O
116	464	15	the	O	O
116	464	16	catkins	O	O
116	464	17	on	O	O
116	464	18	the	O	O
116	464	19	hazels	O	O
116	464	20	once	O	O
116	464	21	again	O	O
116	464	22	.	O	O
117	465	0	With	O	O
117	465	1	a	O	O
117	465	2	spud	O	O
117	465	3	,	O	O
117	465	4	a	O	O
117	465	5	tin	O	O
117	465	6	box	O	O
117	465	7	,	O	O
117	465	8	and	O	O
117	465	9	an	O	O
117	465	10	elementary	O	O
117	465	11	book	O	O
117	465	12	on	O	O
